Parent id number,Id number,Shortname,Description,Description format,Scale values,Scale configuration,Rule type,Rule outcome,Rule config,Cross referenced competency id numbers,Exported id,Is framework,Taxonomy
,CHCDIV001 (2017),CHCDIV001: Work with diverse people (2017),,1,,,,,,2017,,,
,CHCDIV002 (2017),CHCDIV002: Promote Aboriginal and/or Torres Strait Islander cultural safety (2017),,1,,,,,,2017,,,
,CHCECE001 (2017),CHCECE001: Develop cultural competence (2017),,1,,,,,,2017,,,
,CHCECE002 (2017),CHCECE002: Ensure the health and safety of children (2017),,1,,,,,,2017,,,
,CHCECE003 (2017),CHCECE003: Provide care for children (2017),,1,,,,,,2017,,,
,CHCECE004 (2017),CHCECE004: Promote and provide healthy food and drinks (2017),,1,,,,,,2017,,,
,CHCECE005 (2017),CHCECE005: Provide care for babies and toddlers (2017),,1,,,,,,2017,,,
,CHCECE006 (2017),CHCECE006: Support behaviour of children and young people (2017),,1,,,,,,2017,,,
,CHCECE007 (2017),CHCECE007: Develop positive and respectful relationships with children (2017),,1,,,,,,2017,,,
,CHCECE009 (2017),CHCECE009: Use an approved learning framework to guide practice (2017),,1,,,,,,2017,,,
,CHCECE010 (2017),CHCECE010: Support the holistic development of children in early childhood (2017),,1,,,,,,2017,,,
,CHCECE011 (2017),CHCECE011: Provide experiences to support children’s play and learning (2017),,1,,,,,,2017,,,
,CHCECE012 (2017),CHCECE012: Support children to connect with their world (2017),,1,,,,,,2017,,,
,CHCECE013 (2017),CHCECE013: Use information about children to inform practice (2017),,1,,,,,,2017,,,
,CHCECE016 (2017),CHCECE016: Establish and maintain a safe and healthy environment for children (2017),,1,,,,,,2017,,,
,CHCECE017 (2017),CHCECE017: Foster the holistic development and wellbeing of the child in early childhood (2017),,1,,,,,,2017,,,
,CHCECE018 (2017),CHCECE018: Nurture creativity in children (2017),,1,,,,,,2017,,,
,CHCECE019 (2017),CHCECE019: Facilitate compliance in an education and care service (2017),,1,,,,,,2017,,,
,CHCECE020 (2017),CHCECE020: Establish and implement plans for developing cooperative behaviour (2017),,1,,,,,,2017,,,
,CHCECE021 (2017),CHCECE021: Implement strategies for the inclusion of all children (2017),,1,,,,,,2017,,,
,CHCECE022 (2017),CHCECE022: Promote children’s agency (2017),,1,,,,,,2017,,,
,CHCECE023 (2017),CHCECE023: Analyse information to inform learning (2017),,1,,,,,,2017,,,
,CHCECE024 (2017),CHCECE024: Design and implement the curriculum to foster children’s learning and developmen (2017),,1,,,,,,2017,,,
,CHCECE025 (2017),CHCECE025: Embed sustainable practices in service operations (2017),,1,,,,,,2017,,,
,CHCECE026 (2017),CHCECE026: Work in partnership with families to provide appropriate education and care for (2017),,1,,,,,,2017,,,
,CHCEDS001 (2017),"CHCEDS001: Comply with legislative, policy and industrial requirements in the education env (2017)",,1,,,,,,2017,,,
,CHCEDS002 (2017),CHCEDS002: Assist in implementation of planned educational programs (2017),,1,,,,,,2017,,,
,CHCEDS003 (2017),CHCEDS003: Contribute to student education in all developmental domains (2017),,1,,,,,,2017,,,
,CHCEDS004 (2017),CHCEDS004: Contribute to organisation and management of classroom or centre (2017),,1,,,,,,2017,,,
,CHCEDS005 (2017),CHCEDS005: Support the development of literacy and oral language skills (2017),,1,,,,,,2017,,,
,CHCEDS006 (2017),CHCEDS006: Support the development of numeracy skills (2017),,1,,,,,,2017,,,
,CHCEDS007 (2017),CHCEDS007: Work effectively with students and colleagues (2017),,1,,,,,,2017,,,
,CHCEDS011 (2017),CHCEDS011: Search and assess online information (2017),,1,,,,,,2017,,,
,CHCEDS012 (2017),CHCEDS012: Set up and sustain individual and small group learning areas (2017),,1,,,,,,2017,,,
,CHCEDS014 (2017),CHCEDS014: Support students with English as a second language (2017),,1,,,,,,2017,,,
,CHCEDS017 (2017),CHCEDS017: Contribute to the health and safety of students (2017),,1,,,,,,2017,,,
,CHCEDS018 (2017),CHCEDS018: Support students with additional needs in the classroom environment (2017),,1,,,,,,2017,,,
,CHCEDS019 (2017),CHCEDS019: Support students’ mathematics learning (2017),,1,,,,,,2017,,,
,CHCEDS020 (2017),CHCEDS020: Support students’ literacy learning (2017),,1,,,,,,2017,,,
,CHCEDS021 (2017),CHCEDS021: Assist in facilitation of student learning (2017),,1,,,,,,2017,,,
,CHCEDS022 (2017),CHCEDS022: Work with students in need of additional support (2017),,1,,,,,,2017,,,
,CHCEDS024 (2017),CHCEDS024: Use educational strategies to support Aboriginal and/or Torres Strait Islander e (2017),,1,,,,,,2017,,,
,CHCEDS025 (2017),CHCEDS025: Facilitate learning for students with disabilities (2017),,1,,,,,,2017,,,
,CHCEDS031 (2017),CHCEDS031: Provide support to students with autism spectrum disorder (2017),,1,,,,,,2017,,,
,CHCEDS032 (2017),CHCEDS032: Support learning and implementation of responsible behaviour (2017),,1,,,,,,2017,,,
,CHCGROUP302D (2017),CHCGROUP302D: Support group activities (2017),,1,,,,,,2017,,,
,CHCHC311C (2017),CHCHC311C: Work effectively in home and community care environment (2017),,1,,,,,,2017,,,
,CHCHCS001 (2017),CHCHCS001: Provide home and community support services (2017),,1,,,,,,2017,,,
,CHCIC301E (2017),CHCIC301E: Interact effectively with children (2017),,1,,,,,,2017,,,
,CHCICS301B (2017),CHCICS301B: Provide support to meet personal care needs (2017),,1,,,,,,2017,,,
,CHCICS302B (2017),CHCICS302B: Participate in the implementation of individualised plans (2017),,1,,,,,,2017,,,
,CHCICS303A (2017),CHCICS303A: Support individual health and emotional well being (2017),,1,,,,,,2017,,,
,CHCICS304B (2017),CHCICS304B: Work effectively with carers (2017),,1,,,,,,2017,,,
,CHCICS305B (2017),CHCICS305B: Provide behaviour support in the context of individualised plans (2017),,1,,,,,,2017,,,
,CHCICS402B (2017),CHCICS402B: Facilitate individualised plans (2017),,1,,,,,,2017,,,
,CHCICS406B (2017),CHCICS406B: Support client self management (2017),,1,,,,,,2017,,,
,CHCLEG001 (2017),CHCLEG001: Work legally and ethically (2017),,1,,,,,,2017,,,
,CHCLEG003 (2017),CHCLEG003: Manage legal and ethical compliance (2017),,1,,,,,,2017,,,
,CHCMH301B (2017),CHCMH301B: Work effectively in mental health (2017),,1,,,,,,2017,,,
,CHCORG201C (2017),"CHCORG201C: Follow policies, procedures and programs of the organisation (2017)",,1,,,,,,2017,,,
,CHCORG202C (2017),CHCORG202C: Work with others (2017),,1,,,,,,2017,,,
,CHCORG303C (2017),CHCORG303C: Participate effectively in the work environment (2017),,1,,,,,,2017,,,
,CHCORG405D (2017),CHCORG405D: Maintain An Effective Work Environment (2017),,1,,,,,,2017,,,
,CHCORG405E (2017),CHCORG405E: Maintain an effective work environment (2017),,1,,,,,,2017,,,
,CHCORG428A (2017),CHCORG428A: Reflect on and improve own professional practice (2017),,1,,,,,,2017,,,
,CHCORG627B (2017),CHCORG627B: Provide mentoring support to colleagues (2017),,1,,,,,,2017,,,
,CHCPA301B (2017),CHCPA301B: Deliver care services using a palliative approach (2017),,1,,,,,,2017,,,
,CHCPAL001 (2017),CHCPAL001: Deliver care services using a palliative approach (2017),,1,,,,,,2017,,,
,CHCPRP001 (2017),CHCPRP001: Develop and maintain networks and collaborative partnerships (2017),,1,,,,,,2017,,,
,CHCPRP003 (2017),CHCPRP003: Reflect on and improve own professional practice (2017),,1,,,,,,2017,,,
,CHCPRT001 (2017),CHCPRT001: Identify and respond to children and young people at risk (2017),,1,,,,,,2017,,,
,CHCRH401C (2017),CHCRH401C: Work effectively in the leisure and health industry (2017),,1,,,,,,2017,,,
,CHCWHS312A (2017),CHCWHS312A: Follow WHS safety procedures for direct care work (2017),,1,,,,,,2017,,,
,CHCYTH011 (2017),CHCYTH011: Work effectively with young people and their families (2017),,1,,,,,,2017,,,
,CHCYTH301E (2017),CHCYTH301E: Work effectively with young people (2017),,1,,,,,,2017,,,
,CHCYTH506B (2017),CHCYTH506B: Provide services for young people appropriate to their needs and circumstances (2017),,1,,,,,,2017,,,
,CPCCBC4001A (2017),CPCCBC4001A: Apply building codes and standards to the construction process for low-rise buil (2017),,1,,,,,,2017,,,
,CPCCBC4002A (2017),CPCCBC4002A: Manage occupational health and safety in the building and construction workplace (2017),,1,,,,,,2017,,,
,CPCCBC4003A (2017),CPCCBC4003A: Select and prepare a construction contract (2017),,1,,,,,,2017,,,
,CPCCBC4004A (2017),CPCCBC4004A: Identify and produce estimated costs for building and construction projects (2017),,1,,,,,,2017,,,
,CPCCBC4005A (2017),CPCCBC4005A: Produce labour and material schedules for ordering (2017),,1,,,,,,2017,,,
,CPCCBC4006B (2017),"CPCCBC4006B: Select, procure and store construction materials for low rise projects (2017)",,1,,,,,,2017,,,
,CPCCBC4007A (2017),CPCCBC4007A: Plan building or construction work (2017),,1,,,,,,2017,,,
,CPCCBC4008B (2017),CPCCBC4008B: Conduct on-site supervision of building and construction projects (2017),,1,,,,,,2017,,,
,CPCCBC4009B (2017),CPCCBC4009B: Apply legal requirements to building and construction projects (2017),,1,,,,,,2017,,,
,CPCCBC4010B (2017),CPCCBC4010B: Apply structural principles to residential low rise constructions (2017),,1,,,,,,2017,,,
,CPCCBC4011B (2017),CPCCBC4011B: Apply structural principles to commercial low rise constructions (2017),,1,,,,,,2017,,,
,CPCCBC4012B (2017),CPCCBC4012B: Read and interpret plans and specifications (2017),,1,,,,,,2017,,,
,CPCCBL3001A (2017),CPCCBL3001A: Lay paving (2017),,1,,,,,,2017,,,
,CPCCBL3005A (2017),CPCCBL3005A: Lay masonry walls and corners (2017),,1,,,,,,2017,,,
,CPCCBL3007A (2017),CPCCBL3007A: Install glass blockwork (2017),,1,,,,,,2017,,,
,CPCCBL3015A (2017),CPCCBL3015A: Construct decorative brickwork (2017),,1,,,,,,2017,,,
,CPCCBL3016A (2017),CPCCBL3016A: Construct battered masonry walls and piers (2017),,1,,,,,,2017,,,
,CPCCCA2002A (2017),CPCCCA2002A: Use carpentry tools and equipment (2017),,1,,,,,,2017,,,
,CPCCCA2002B (2017),CPCCCA2002B: Use carpentry tools and equipment (2017),,1,,,,,,2017,,,
,CPCCCA2003A (2017),CPCCCA2003A: Erect and dismantle formwork for footings and slabs on ground (2017),,1,,,,,,2017,,,
,CPCCCA2011A (2017),CPCCCA2011A: Handle carpentry materials (2017),,1,,,,,,2017,,,
,CPCCCA3001A (2017),CPCCCA3001A: Carry Out General Demolition of Minor Building Structures (2017),,1,,,,,,2017,,,
,CPCCCA3002A (2017),CPCCCA3002A: Carry out setting out (2017),,1,,,,,,2017,,,
,CPCCCA3003A (2017),CPCCCA3003A: Install flooring systems (2017),,1,,,,,,2017,,,
,CPCCCA3004A (2017),CPCCCA3004A: Construct wall frames (2017),,1,,,,,,2017,,,
,CPCCCA3005A (2017),CPCCCA3005A: Construct ceiling frames (2017),,1,,,,,,2017,,,
,CPCCCA3005B (2017),CPCCCA3005B: Construct ceiling frames (2017),,1,,,,,,2017,,,
,CPCCCA3006A (2017),CPCCCA3006A: Erect roof trusses (2017),,1,,,,,,2017,,,
,CPCCCA3006B (2017),CPCCCA3006B: Erect roof trusses (2017),,1,,,,,,2017,,,
,CPCCCA3007B (2017),CPCCCA3007B: Construct pitched roofs (2017),,1,,,,,,2017,,,
,CPCCCA3007C (2017),CPCCCA3007C: Construct pitched roofs (2017),,1,,,,,,2017,,,
,CPCCCA3008A (2017),CPCCCA3008A: Construct eaves (2017),,1,,,,,,2017,,,
,CPCCCA3008B (2017),CPCCCA3008B: Construct eaves (2017),,1,,,,,,2017,,,
,CPCCCA3009A (2017),CPCCCA3009A: Construct advanced roofs (2017),,1,,,,,,2017,,,
,CPCCCA3009B (2017),CPCCCA3009B: Construct advanced roofs (2017),,1,,,,,,2017,,,
,CPCCCA3010A (2017),CPCCCA3010A: Install and replace windows and doors (2017),,1,,,,,,2017,,,
,CPCCCA3011A (2017),CPCCCA3011A: Refurbish timber sashes to window frames (2017),,1,,,,,,2017,,,
,CPCCCA3012A (2017),CPCCCA3012A: Frame and fit wet area fixtures (2017),,1,,,,,,2017,,,
,CPCCCA3013A (2017),"CPCCCA3013A: Install lining, panelling and moulding (2017)",,1,,,,,,2017,,,
,CPCCCA3014A (2017),CPCCCA3014A: Construct bulkheads (2017),,1,,,,,,2017,,,
,CPCCCA3015A (2017),CPCCCA3015A: Assemble partitions (2017),,1,,,,,,2017,,,
,CPCCCA3016A (2017),CPCCCA3016A: Construct timber external stairs (2017),,1,,,,,,2017,,,
,CPCCCA3017A (2017),CPCCCA3017A: Install exterior cladding (2017),,1,,,,,,2017,,,
,CPCCCA3017B (2017),CPCCCA3017B: Install exterior cladding (2017),,1,,,,,,2017,,,
,CPCCCA3018A (2017),"CPCCCA3018A: Construct, erect and dismantle formwork for stairs and ramps (2017)",,1,,,,,,2017,,,
,CPCCCA3023A (2017),CPCCCA3023A: Carry out levelling operations (2017),,1,,,,,,2017,,,
,CPCCCM1006A (2017),CPCCCM1006A: Work safely at heights (2017),,1,,,,,,2017,,,
,CPCCCM1012A (2017),CPCCCM1012A: Work Effectively And Sustainably In The Construction Industry (2017),,1,,,,,,2017,,,
,CPCCCM1013A (2017),CPCCCM1013A: Plan and organise work (2017),,1,,,,,,2017,,,
,CPCCCM1014A (2017),CPCCCM1014A: Conduct workplace communication (2017),,1,,,,,,2017,,,
,CPCCCM1015A (2017),CPCCCM1015A: Carry out measurements and calculations (2017),,1,,,,,,2017,,,
,CPCCCM2001A (2017),CPCCCM2001A: Read and interpret plans and specifications (2017),,1,,,,,,2017,,,
,CPCCCM2002A (2017),CPCCCM2002A: Carry out excavation (2017),,1,,,,,,2017,,,
,CPCCCM2006B (2017),CPCCCM2006B: Apply basic levelling procedures (2017),,1,,,,,,2017,,,
,CPCCCM2007A (2017),CPCCCM2007A: Use explosive power tools (2017),,1,,,,,,2017,,,
,CPCCCM2007B (2017),CPCCCM2007B: Use explosive power tools (2017),,1,,,,,,2017,,,
,CPCCCM2008A (2017),CPCCCM2008A: Erect and dismantle restricted height scaffolding (2017),,1,,,,,,2017,,,
,CPCCCM2008B (2017),CPCCCM2008B: Erect and dismantle restricted height scaffolding (2017),,1,,,,,,2017,,,
,CPCCCM2010A (2017),CPCCCM2010A: Work safely at heights (2017),,1,,,,,,2017,,,
,CPCCCM2010B (2017),CPCCCM2010B: Work safely at heights (2017),,1,,,,,,2017,,,
,CPCCCM3001A (2017),CPCCCM3001A: Operate Elevated Work Platform (2017),,1,,,,,,2017,,,
,CPCCCM3001B (2017),CPCCCM3001B: Operate elevated work platforms (2017),,1,,,,,,2017,,,
,CPCCCM3001C (2017),CPCCCM3001C: Operate elevated work platforms (2017),,1,,,,,,2017,,,
,CPCCCO2013A (2017),CPCCCO2013A: Carry out concreting to simple forms (2017),,1,,,,,,2017,,,
,CPCCJN2001A (2017),CPCCJN2001A: Assemble components (2017),,1,,,,,,2017,,,
,CPCCJN2002A (2017),CPCCJN2002A: Prepare for off-site manufacturing process (2017),,1,,,,,,2017,,,
,CPCCJN2002B (2017),CPCCJN2002B: Prepare for off-site manufacturing process (2017),,1,,,,,,2017,,,
,CPCCJN2003A (2017),CPCCJN2003A: Package manufactured products for transport (2017),,1,,,,,,2017,,,
,CPCCJN3001A (2017),CPCCJN3001A: Use static machines (2017),,1,,,,,,2017,,,
,CPCCJN3002A (2017),CPCCJN3002A: Use computer-controlled machinery (2017),,1,,,,,,2017,,,
,CPCCJN3003A (2017),CPCCJN3003A: Manufacture components for door and window frames and doors (2017),,1,,,,,,2017,,,
,CPCCJN3004A (2017),CPCCJN3004A: Manufacture joinery components (2017),,1,,,,,,2017,,,
,CPCCJS3002A (2017),CPCCJS3002A: Manufacture stair components for straight flighted stairs (2017),,1,,,,,,2017,,,
,CPCCJS3011A (2017),CPCCJS3011A: Design and set out stairs (2017),,1,,,,,,2017,,,
,CPCCOHS1001A (2017),CPCCOHS1001A: Work safely in the construction industry (2017),,1,,,,,,2017,,,
,CPCCOHS2001A (2017),"CPCCOHS2001A: Apply OHS requirements, policies and procedures in the construction industry (2017)",,1,,,,,,2017,,,
,CPCCPB3001A (2017),CPCCPB3001A: Fix standard plasterboard wall sheets (2017),,1,,,,,,2017,,,
,CPCCPB3003A (2017),CPCCPB3003A: Fix battens (2017),,1,,,,,,2017,,,
,CPCCPB3005A (2017),CPCCPB3005A: Fix ceiling sheets to external protected areas (2017),,1,,,,,,2017,,,
,CPCCPB3008A (2017),CPCCPB3008A: Mix plastering compounds (2017),,1,,,,,,2017,,,
,CPCCPB3009A (2017),CPCCPB3009A: Finish plasterboard joins manually (2017),,1,,,,,,2017,,,
,CPCCPB3010A (2017),CPCCPB3010A: Manually sand plaster work (2017),,1,,,,,,2017,,,
,CPCCPB3012A (2017),CPCCPB3012A: Cut And Fix Paper-faced Cornices (2017),,1,,,,,,2017,,,
,CPCCPB3014A (2017),CPCCPB3014A: Install Batt Insulation Products (2017),,1,,,,,,2017,,,
,CPCCPB3015A (2017),CPCCPB3015A: Install acoustic and thermal environmental protection systems (2017),,1,,,,,,2017,,,
,CPCCPB3026B (2017),CPCCPB3026B: Erect and maintain trestle and plank systems (2017),,1,,,,,,2017,,,
,CPCCPD2011A (2017),CPCCPD2011A: Handle painting and decorating materials (2017),,1,,,,,,2017,,,
,CPCCPD2012A (2017),CPCCPD2012A: Use painting and decorating tools and equipment (2017),,1,,,,,,2017,,,
,CPCCPD2013A (2017),CPCCPD2013A: Remove and replace doors and door and window components (2017),,1,,,,,,2017,,,
,CPCCPD3021A (2017),CPCCPD3021A: Prepare surfaces for painting (2017),,1,,,,,,2017,,,
,CPCCPD3022A (2017),CPCCPD3022A: Apply paint by brush and roller (2017),,1,,,,,,2017,,,
,CPCCPD3024A (2017),CPCCPD3024A: Apply paint by spray (2017),,1,,,,,,2017,,,
,CPCCPD3026A (2017),CPCCPD3026A: Apply stains and clear timber finishes (2017),,1,,,,,,2017,,,
,CPCCPD3027A (2017),CPCCPD3027A: Apply wallpaper (2017),,1,,,,,,2017,,,
,CPCCPD3028A (2017),CPCCPD3028A: Apply decorative paint finishes (2017),,1,,,,,,2017,,,
,CPCCPD3031A (2017),CPCCPD3031A: Implement safe lead paint and asbestos work practices in the painting industry (2017),,1,,,,,,2017,,,
,CPCCPD3034A (2017),CPCCPD3034A: Apply advanced decorative paint finishes (2017),,1,,,,,,2017,,,
,CPCCSF2004A (2017),CPCCSF2004A: Place and fix reinforcement materials (2017),,1,,,,,,2017,,,
,CPCCSH2003A (2017),CPCCSH2003A: Apply and install sealant and sealant devices (2017),,1,,,,,,2017,,,
,CPCCSH3001A (2017),"CPCCSH3001A: Set out and assemble cabinets, showcases, wall units, counters and workstations (2017)",,1,,,,,,2017,,,
,CPCCSH3005A (2017),CPCCSH3005A: Apply and trim decorative finishes (2017),,1,,,,,,2017,,,
,CPCCSP3003A (2017),CPCCSP3003A: Apply trowelled texture coat finishes (2017),,1,,,,,,2017,,,
,CPCCWC3002A (2017),CPCCWC3002A: Install and finish plasterboard and fibre cement sheeting to arches (2017),,1,,,,,,2017,,,
,CPCCWF3007A (2017),CPCCWF3007A: Tile curved surfaces (2017),,1,,,,,,2017,,,
,CPCCWP2004A (2017),CPCCWP2004A: Prepare surfaces for waterproofing application (2017),,1,,,,,,2017,,,
,CPCCWP3002A (2017),CPCCWP3002A: Apply waterproofing process to internal wet areas (2017),,1,,,,,,2017,,,
,CPCPCM2002A (2017),CPCPCM2002A: Carry out interactive workplace communication (2017),,1,,,,,,2017,,,
,CPCPCM2004A (2017),CPCPCM2004A: Read plans and calculate plumbing quantities (2017),,1,,,,,,2017,,,
,CPCPCM2011A (2017),CPCPCM2011A: Apply first aid in the workplace (2017),,1,,,,,,2017,,,
,CPCPCM2021A (2017),CPCPCM2021A: Work effectively in the plumbing and services sector (2017),,1,,,,,,2017,,,
,CPCPCM2023A (2017),CPCPCM2023A: Carry out OHS requirements (2017),,1,,,,,,2017,,,
,CPCPCM2025A (2017),CPCPCM2025A: Handle and store plumbing materials (2017),,1,,,,,,2017,,,
,CPCPCM2026A (2017),CPCPCM2026A: Use plumbing hand and power tools (2017),,1,,,,,,2017,,,
,CPCPCM2027A (2017),CPCPCM2027A: Carry out levelling (2017),,1,,,,,,2017,,,
,CPCPCM2028A (2017),CPCPCM2028A: Cut and join sheet metal (2017),,1,,,,,,2017,,,
,CPCPCM2029A (2017),CPCPCM2029A: Cut using oxy-LPG-acetylene equipment (2017),,1,,,,,,2017,,,
,CPCPCM2030A (2017),CPCPCM2030A: Mark out materials (2017),,1,,,,,,2017,,,
,CPCPCM2032A (2017),CPCPCM2032A: Weld Using Oxy-acetylene Equipment (2017),,1,,,,,,2017,,,
,CPCPCM2033A (2017),CPCPCM2033A: Weld using arc welding equipment (2017),,1,,,,,,2017,,,
,CPCPCM2034A (2017),CPCPCM2034A: Carry out simple concreting and rendering (2017),,1,,,,,,2017,,,
,CPCPCM2035A (2017),CPCPCM2035A: Work safely on roofs (2017),,1,,,,,,2017,,,
,CPCPCM2039A (2017),CPCPCM2039A: Carry out interactive workplace communication (2017),,1,,,,,,2017,,,
